timestamp,zone,vehicle_count,avg_speed_kmh,congestion_index,is_anomaly
2025-12-06 21:00:22.364876,Downtown,530.4,57.9,0.428,False
2025-12-06 22:00:22.364876,Downtown,525.5,45.9,0.424,False
2025-12-06 23:00:22.364876,Downtown,526.7,51.8,0.425,False
2025-12-07 00:00:22.364876,Downtown,550.6,46.6,0.444,False
2025-12-07 01:00:22.364876,Downtown,595.0,49.9,0.48,False
2025-12-07 02:00:22.364876,Downtown,593.5,50.1,0.479,False
2025-12-07 03:00:22.364876,Downtown,589.1,41.6,0.475,False
2025-12-07 04:00:22.364876,Downtown,551.5,53.1,0.445,False
2025-12-07 05:00:22.364876,Downtown,621.7,41.8,0.501,False
2025-12-07 06:00:22.364876,Downtown,597.8,47.2,0.482,False
2025-12-07 07:00:22.364876,Downtown,937.3,36.7,0.756,False
2025-12-07 08:00:22.364876,Downtown,930.3,33.7,0.75,False
2025-12-07 09:00:22.364876,Downtown,770.5,37.8,0.621,False
2025-12-07 10:00:22.364876,Downtown,478.6,54.8,0.386,False
2025-12-07 11:00:22.364876,Downtown,580.2,51.5,0.468,False
2025-12-07 12:00:22.364876,Downtown,437.4,49.7,0.353,False
2025-12-07 13:00:22.364876,Downtown,512.5,49.8,0.413,True
2025-12-07 14:00:22.364876,Downtown,594.8,47.8,0.48,False
2025-12-07 15:00:22.364876,Downtown,553.9,53.0,0.447,False
2025-12-07 16:00:22.364876,Downtown,547.3,50.2,0.441,False
2025-12-07 17:00:22.364876,Downtown,785.5,41.4,0.633,False
2025-12-07 18:00:22.364876,Downtown,765.1,46.5,0.617,False
2025-12-07 19:00:22.364876,Downtown,812.5,39.7,0.655,False
2025-12-07 20:00:22.364876,Downtown,555.7,48.7,0.448,False
2025-12-07 21:00:22.364876,Downtown,579.7,48.5,0.468,False
2025-12-07 22:00:22.364876,Downtown,522.3,47.3,0.421,False
2025-12-07 23:00:22.364876,Downtown,605.9,53.7,0.489,False
2025-12-08 00:00:22.364876,Downtown,790.6,41.7,0.638,False
2025-12-08 01:00:22.364876,Downtown,642.7,46.2,0.518,False
2025-12-08 02:00:22.364876,Downtown,669.9,41.8,0.54,False
2025-12-08 03:00:22.364876,Downtown,695.4,46.2,0.561,False
2025-12-08 04:00:22.364876,Downtown,913.4,39.3,0.737,False
2025-12-08 05:00:22.364876,Downtown,734.5,47.4,0.592,False
2025-12-08 06:00:22.364876,Downtown,838.7,38.8,0.676,False
2025-12-08 07:00:22.364876,Downtown,1171.5,32.5,0.945,False
2025-12-08 08:00:22.364876,Downtown,1301.7,26.0,1.0,False
2025-12-08 09:00:22.364876,Downtown,1218.4,23.0,0.983,False
2025-12-08 10:00:22.364876,Downtown,775.2,46.3,0.625,False
2025-12-08 11:00:22.364876,Downtown,683.7,45.3,0.551,False
2025-12-08 12:00:22.364876,Downtown,757.3,42.1,0.611,False
2025-12-08 13:00:22.364876,Downtown,795.9,43.3,0.642,False
2025-12-08 14:00:22.364876,Downtown,785.7,45.6,0.634,False
2025-12-08 15:00:22.364876,Downtown,759.9,43.9,0.613,False
2025-12-08 16:00:22.364876,Downtown,781.8,44.9,0.63,False
2025-12-08 17:00:22.364876,Downtown,1140.4,36.2,0.92,False
2025-12-08 18:00:22.364876,Downtown,1413.6,19.8,1.0,False
2025-12-08 19:00:22.364876,Downtown,1116.8,33.7,0.901,False
2025-12-08 20:00:22.364876,Downtown,798.5,39.4,0.644,False
2025-12-08 21:00:22.364876,Downtown,832.8,43.2,0.672,False
2025-12-08 22:00:22.364876,Downtown,677.5,51.5,0.546,False
2025-12-08 23:00:22.364876,Downtown,803.4,47.8,0.648,False
2025-12-09 00:00:22.364876,Downtown,679.7,41.2,0.548,False
2025-12-09 01:00:22.364876,Downtown,853.3,41.1,0.688,False
2025-12-09 02:00:22.364876,Downtown,756.8,43.1,0.61,False
2025-12-09 03:00:22.364876,Downtown,814.1,41.8,0.657,False
2025-12-09 04:00:22.364876,Downtown,810.2,40.0,0.653,False
2025-12-09 05:00:22.364876,Downtown,741.3,44.1,0.598,False
2025-12-09 06:00:22.364876,Downtown,723.9,37.0,0.584,False
2025-12-09 07:00:22.364876,Downtown,1298.0,30.5,1.0,False
2025-12-09 08:00:22.364876,Downtown,1344.5,22.5,1.0,False
2025-12-09 09:00:22.364876,Downtown,1618.2,17.4,1.0,False
2025-12-09 10:00:22.364876,Downtown,781.2,46.7,0.63,False
2025-12-09 11:00:22.364876,Downtown,809.2,39.4,0.653,False
2025-12-09 12:00:22.364876,Downtown,669.0,46.7,0.54,False
2025-12-09 13:00:22.364876,Downtown,809.0,42.0,0.652,False
2025-12-09 14:00:22.364876,Downtown,794.3,43.2,0.641,False
2025-12-09 15:00:22.364876,Downtown,841.7,38.3,0.679,False
2025-12-09 16:00:22.364876,Downtown,847.4,39.5,0.683,False
2025-12-09 17:00:22.364876,Downtown,1248.2,29.8,1.0,False
2025-12-09 18:00:22.364876,Downtown,1119.9,39.1,0.903,False
2025-12-09 19:00:22.364876,Downtown,931.2,40.3,0.751,False
2025-12-09 20:00:22.364876,Downtown,749.8,44.7,0.605,False
2025-12-09 21:00:22.364876,Downtown,762.3,40.4,0.615,False
2025-12-09 22:00:22.364876,Downtown,762.1,45.3,0.615,False
2025-12-09 23:00:22.364876,Downtown,748.4,46.1,0.604,False
2025-12-10 00:00:22.364876,Downtown,778.4,41.4,0.628,False
2025-12-10 01:00:22.364876,Downtown,690.6,43.2,0.557,False
2025-12-10 02:00:22.364876,Downtown,691.9,44.3,0.558,False
2025-12-10 03:00:22.364876,Downtown,845.7,43.6,0.682,False
2025-12-10 04:00:22.364876,Downtown,787.9,41.3,0.635,False
2025-12-10 05:00:22.364876,Downtown,806.2,35.1,0.65,False
2025-12-10 06:00:22.364876,Downtown,826.0,39.0,0.666,False
2025-12-10 07:00:22.364876,Downtown,1327.5,19.8,1.0,False
2025-12-10 08:00:22.364876,Downtown,1329.4,26.9,1.0,False
2025-12-10 09:00:22.364876,Downtown,1278.5,33.6,1.0,False
2025-12-10 10:00:22.364876,Downtown,672.6,48.0,0.542,False
2025-12-10 11:00:22.364876,Downtown,725.9,42.8,0.585,False
2025-12-10 12:00:22.364876,Downtown,815.4,44.0,0.658,False
2025-12-10 13:00:22.364876,Downtown,779.0,43.9,0.628,False
2025-12-10 14:00:22.364876,Downtown,876.9,41.3,0.707,False
2025-12-10 15:00:22.364876,Downtown,767.3,41.0,0.619,False
2025-12-10 16:00:22.364876,Downtown,791.0,44.0,0.638,False
2025-12-10 17:00:22.364876,Downtown,1177.7,31.5,0.95,False
2025-12-10 18:00:22.364876,Downtown,1396.0,25.8,1.0,False
2025-12-10 19:00:22.364876,Downtown,1207.8,27.6,0.974,False
2025-12-10 20:00:22.364876,Downtown,811.4,39.5,0.654,False
2025-12-10 21:00:22.364876,Downtown,725.7,42.0,0.585,False
2025-12-10 22:00:22.364876,Downtown,778.7,42.9,0.628,False
2025-12-10 23:00:22.364876,Downtown,757.9,42.4,0.611,False
2025-12-11 00:00:22.364876,Downtown,915.1,39.2,0.738,False
2025-12-11 01:00:22.364876,Downtown,813.4,38.7,0.656,False
2025-12-11 02:00:22.364876,Downtown,792.4,41.4,0.639,False
2025-12-11 03:00:22.364876,Downtown,733.0,43.3,0.591,False
2025-12-11 04:00:22.364876,Downtown,727.5,45.3,0.587,False
2025-12-11 05:00:22.364876,Downtown,745.1,44.8,0.601,False
2025-12-11 06:00:22.364876,Downtown,847.7,42.4,0.684,False
2025-12-11 07:00:22.364876,Downtown,1415.5,26.0,1.0,False
2025-12-11 08:00:22.364876,Downtown,1265.7,28.7,1.0,False
2025-12-11 09:00:22.364876,Downtown,1143.3,37.3,0.922,True
2025-12-11 10:00:22.364876,Downtown,791.2,40.1,0.638,False
