timestamp,zone,vehicle_count,avg_speed_kmh,congestion_index,is_anomaly
2025-12-06 20:42:24.399653,Midtown,476.1,44.8,0.41,False
2025-12-06 21:42:24.399653,Midtown,480.9,48.9,0.415,False
2025-12-06 22:42:24.399653,Midtown,531.1,47.5,0.458,False
2025-12-06 23:42:24.399653,Midtown,532.3,51.4,0.459,False
2025-12-07 00:42:24.399653,Midtown,535.9,54.8,0.462,False
2025-12-07 01:42:24.399653,Midtown,473.5,49.3,0.408,False
2025-12-07 02:42:24.399653,Midtown,543.4,50.8,0.468,False
2025-12-07 03:42:24.399653,Midtown,455.1,44.6,0.392,False
2025-12-07 04:42:24.399653,Midtown,506.0,49.5,0.436,False
2025-12-07 05:42:24.399653,Midtown,461.3,48.3,0.398,False
2025-12-07 06:42:24.399653,Midtown,514.4,51.3,0.443,False
2025-12-07 07:42:24.399653,Midtown,878.8,33.6,0.758,False
2025-12-07 08:42:24.399653,Midtown,859.4,43.4,0.741,False
2025-12-07 09:42:24.399653,Midtown,793.7,40.1,0.684,False
2025-12-07 10:42:24.399653,Midtown,517.0,45.1,0.446,False
2025-12-07 11:42:24.399653,Midtown,489.6,44.2,0.422,False
2025-12-07 12:42:24.399653,Midtown,478.1,54.7,0.412,False
2025-12-07 13:42:24.399653,Midtown,527.0,46.8,0.454,False
2025-12-07 14:42:24.399653,Midtown,512.3,50.4,0.442,False
2025-12-07 15:42:24.399653,Midtown,515.5,50.1,0.444,False
2025-12-07 16:42:24.399653,Midtown,526.1,48.0,0.454,False
2025-12-07 17:42:24.399653,Midtown,835.4,33.3,0.72,False
2025-12-07 18:42:24.399653,Midtown,672.2,44.3,0.579,False
2025-12-07 19:42:24.399653,Midtown,825.1,40.3,0.711,False
2025-12-07 20:42:24.399653,Midtown,562.0,47.0,0.484,False
2025-12-07 21:42:24.399653,Midtown,513.3,47.3,0.442,False
2025-12-07 22:42:24.399653,Midtown,443.2,56.0,0.382,False
2025-12-07 23:42:24.399653,Midtown,561.3,46.2,0.484,False
2025-12-08 00:42:24.399653,Midtown,686.0,47.8,0.591,False
2025-12-08 01:42:24.399653,Midtown,766.3,43.1,0.661,False
2025-12-08 02:42:24.399653,Midtown,743.9,46.5,0.641,False
2025-12-08 03:42:24.399653,Midtown,657.3,43.8,0.567,False
2025-12-08 04:42:24.399653,Midtown,729.6,43.3,0.629,False
2025-12-08 05:42:24.399653,Midtown,641.6,45.6,0.553,False
2025-12-08 06:42:24.399653,Midtown,745.5,44.4,0.643,False
2025-12-08 07:42:24.399653,Midtown,1124.0,32.5,0.969,False
2025-12-08 08:42:24.399653,Midtown,1215.2,30.6,1.0,False
2025-12-08 09:42:24.399653,Midtown,1089.8,34.4,0.94,False
2025-12-08 10:42:24.399653,Midtown,719.1,44.0,0.62,False
2025-12-08 11:42:24.399653,Midtown,716.7,47.0,0.618,False
2025-12-08 12:42:24.399653,Midtown,639.4,45.7,0.551,False
2025-12-08 13:42:24.399653,Midtown,713.2,44.6,0.615,False
2025-12-08 14:42:24.399653,Midtown,744.4,40.6,0.642,False
2025-12-08 15:42:24.399653,Midtown,686.2,44.8,0.592,False
2025-12-08 16:42:24.399653,Midtown,719.3,39.5,0.62,False
2025-12-08 17:42:24.399653,Midtown,1041.6,37.4,0.898,True
2025-12-08 18:42:24.399653,Midtown,1144.0,25.7,0.986,False
2025-12-08 19:42:24.399653,Midtown,1051.1,33.2,0.906,False
2025-12-08 20:42:24.399653,Midtown,823.9,43.9,0.71,False
2025-12-08 21:42:24.399653,Midtown,669.7,47.7,0.577,False
2025-12-08 22:42:24.399653,Midtown,782.5,38.8,0.675,False
2025-12-08 23:42:24.399653,Midtown,720.4,43.4,0.621,False
2025-12-09 00:42:24.399653,Midtown,759.3,42.3,0.655,False
2025-12-09 01:42:24.399653,Midtown,693.6,40.5,0.598,False
2025-12-09 02:42:24.399653,Midtown,635.3,48.7,0.548,False
2025-12-09 03:42:24.399653,Midtown,815.4,37.2,0.703,False
2025-12-09 04:42:24.399653,Midtown,856.3,43.2,0.738,False
2025-12-09 05:42:24.399653,Midtown,663.3,39.9,0.572,False
2025-12-09 06:42:24.399653,Midtown,751.1,43.4,0.647,False
2025-12-09 07:42:24.399653,Midtown,1106.4,31.6,0.954,False
2025-12-09 08:42:24.399653,Midtown,1176.6,28.7,1.0,False
2025-12-09 09:42:24.399653,Midtown,1195.8,30.0,1.0,False
2025-12-09 10:42:24.399653,Midtown,793.1,44.7,0.684,False
2025-12-09 11:42:24.399653,Midtown,797.1,40.1,0.687,False
2025-12-09 12:42:24.399653,Midtown,771.4,44.4,0.665,False
2025-12-09 13:42:24.399653,Midtown,530.3,51.2,0.457,False
2025-12-09 14:42:24.399653,Midtown,676.9,45.7,0.584,False
2025-12-09 15:42:24.399653,Midtown,784.7,38.6,0.676,False
2025-12-09 16:42:24.399653,Midtown,766.4,42.5,0.661,False
2025-12-09 17:42:24.399653,Midtown,1364.7,25.8,1.0,False
2025-12-09 18:42:24.399653,Midtown,1286.3,22.8,1.0,False
2025-12-09 19:42:24.399653,Midtown,1071.1,30.3,0.923,False
2025-12-09 20:42:24.399653,Midtown,674.2,45.3,0.581,False
2025-12-09 21:42:24.399653,Midtown,690.2,52.3,0.595,False
2025-12-09 22:42:24.399653,Midtown,840.7,38.6,0.725,False
2025-12-09 23:42:24.399653,Midtown,729.4,43.3,0.629,False
2025-12-10 00:42:24.399653,Midtown,721.9,39.6,0.622,False
2025-12-10 01:42:24.399653,Midtown,703.1,40.5,0.606,False
2025-12-10 02:42:24.399653,Midtown,706.0,42.0,0.609,False
2025-12-10 03:42:24.399653,Midtown,690.2,48.1,0.595,False
2025-12-10 04:42:24.399653,Midtown,645.7,45.8,0.557,False
2025-12-10 05:42:24.399653,Midtown,686.5,49.9,0.592,False
2025-12-10 06:42:24.399653,Midtown,787.4,44.3,0.679,False
2025-12-10 07:42:24.399653,Midtown,1248.1,23.9,1.0,False
2025-12-10 08:42:24.399653,Midtown,935.9,34.1,0.807,False
2025-12-10 09:42:24.399653,Midtown,1238.1,29.1,1.0,False
2025-12-10 10:42:24.399653,Midtown,831.1,39.0,0.717,False
2025-12-10 11:42:24.399653,Midtown,749.8,39.3,0.646,False
2025-12-10 12:42:24.399653,Midtown,729.5,44.1,0.629,False
2025-12-10 13:42:24.399653,Midtown,773.1,46.2,0.666,False
2025-12-10 14:42:24.399653,Midtown,609.4,43.9,0.525,False
2025-12-10 15:42:24.399653,Midtown,715.6,44.7,0.617,False
2025-12-10 16:42:24.399653,Midtown,665.3,43.7,0.574,False
2025-12-10 17:42:24.399653,Midtown,1108.4,30.0,0.955,False
2025-12-10 18:42:24.399653,Midtown,928.1,34.3,0.8,False
2025-12-10 19:42:24.399653,Midtown,913.1,31.7,0.787,False
2025-12-10 20:42:24.399653,Midtown,718.4,45.2,0.619,False
2025-12-10 21:42:24.399653,Midtown,742.2,49.1,0.64,True
2025-12-10 22:42:24.399653,Midtown,742.8,41.9,0.64,False
2025-12-10 23:42:24.399653,Midtown,704.8,36.5,0.608,False
2025-12-11 00:42:24.399653,Midtown,750.5,46.7,0.647,False
2025-12-11 01:42:24.399653,Midtown,774.1,40.1,0.667,False
2025-12-11 02:42:24.399653,Midtown,622.8,43.5,0.537,False
2025-12-11 03:42:24.399653,Midtown,714.8,45.3,0.616,False
2025-12-11 04:42:24.399653,Midtown,681.7,46.3,0.588,False
2025-12-11 05:42:24.399653,Midtown,662.1,47.5,0.571,False
2025-12-11 06:42:24.399653,Midtown,793.1,41.9,0.684,False
2025-12-11 07:42:24.399653,Midtown,1326.8,25.0,1.0,False
2025-12-11 08:42:24.399653,Midtown,1341.5,22.1,1.0,False
2025-12-11 09:42:24.399653,Midtown,1326.7,24.3,1.0,False
2025-12-11 10:42:24.399653,Midtown,620.0,51.6,0.535,False
2025-12-11 11:42:24.399653,Midtown,686.3,38.8,0.592,False
2025-12-11 12:42:24.399653,Midtown,695.6,44.1,0.6,False
2025-12-11 13:42:24.399653,Midtown,705.3,38.8,0.608,False
2025-12-11 14:42:24.399653,Midtown,696.9,44.0,0.601,False
2025-12-11 15:42:24.399653,Midtown,714.3,42.2,0.616,False
2025-12-11 16:42:24.399653,Midtown,621.6,48.7,0.536,False
2025-12-11 17:42:24.399653,Midtown,1255.2,27.7,1.0,False
2025-12-11 18:42:24.399653,Midtown,1061.1,35.1,0.915,False
2025-12-11 19:42:24.399653,Midtown,1231.0,26.2,1.0,False
2025-12-11 20:42:24.399653,Midtown,643.1,47.8,0.554,False
2025-12-11 21:42:24.399653,Midtown,786.3,39.2,0.678,False
2025-12-11 22:42:24.399653,Midtown,703.3,41.5,0.606,False
2025-12-11 23:42:24.399653,Midtown,784.3,42.7,0.676,False
2025-12-12 00:42:24.399653,Midtown,696.4,41.4,0.6,False
2025-12-12 01:42:24.399653,Midtown,759.4,41.8,0.655,False
2025-12-12 02:42:24.399653,Midtown,616.7,46.1,0.532,False
2025-12-12 03:42:24.399653,Midtown,665.2,48.9,0.573,False
2025-12-12 04:42:24.399653,Midtown,707.9,40.2,0.61,False
