timestamp,zone,vehicle_count,avg_speed_kmh,congestion_index,is_anomaly
2025-12-07 11:39:46.870498,Connaught Place,618.9,49.5,0.407,False
2025-12-07 12:39:46.870498,Connaught Place,628.4,52.0,0.413,False
2025-12-07 13:39:46.870498,Connaught Place,710.1,44.1,0.467,False
2025-12-07 14:39:46.870498,Connaught Place,730.8,48.7,0.481,False
2025-12-07 15:39:46.870498,Connaught Place,588.4,51.6,0.387,False
2025-12-07 16:39:46.870498,Connaught Place,672.9,52.7,0.443,False
2025-12-07 17:39:46.870498,Connaught Place,1086.1,38.1,0.715,False
2025-12-07 18:39:46.870498,Connaught Place,1001.4,44.2,0.659,False
2025-12-07 19:39:46.870498,Connaught Place,1025.3,38.9,0.675,False
2025-12-07 20:39:46.870498,Connaught Place,731.5,50.2,0.481,False
2025-12-07 21:39:46.870498,Connaught Place,687.3,49.7,0.452,False
2025-12-07 22:39:46.870498,Connaught Place,678.5,50.0,0.446,False
2025-12-07 23:39:46.870498,Connaught Place,735.5,49.2,0.484,False
2025-12-08 00:39:46.870498,Connaught Place,986.6,48.1,0.649,False
2025-12-08 01:39:46.870498,Connaught Place,955.8,43.3,0.629,False
2025-12-08 02:39:46.870498,Connaught Place,1031.1,41.5,0.678,False
2025-12-08 03:39:46.870498,Connaught Place,871.7,42.9,0.573,False
2025-12-08 04:39:46.870498,Connaught Place,883.5,43.4,0.581,False
2025-12-08 05:39:46.870498,Connaught Place,882.9,43.6,0.581,False
2025-12-08 06:39:46.870498,Connaught Place,886.0,44.3,0.583,False
2025-12-08 07:39:46.870498,Connaught Place,1598.5,25.7,1.0,False
2025-12-08 08:39:46.870498,Connaught Place,1608.4,30.4,1.0,False
2025-12-08 09:39:46.870498,Connaught Place,1623.6,29.1,1.0,False
2025-12-08 10:39:46.870498,Connaught Place,960.5,47.2,0.632,False
2025-12-08 11:39:46.870498,Connaught Place,901.2,47.4,0.593,False
2025-12-08 12:39:46.870498,Connaught Place,910.3,46.3,0.599,False
2025-12-08 13:39:46.870498,Connaught Place,869.2,38.5,0.572,False
2025-12-08 14:39:46.870498,Connaught Place,998.1,40.5,0.657,False
2025-12-08 15:39:46.870498,Connaught Place,933.8,45.6,0.614,False
2025-12-08 16:39:46.870498,Connaught Place,953.3,42.6,0.627,False
2025-12-08 17:39:46.870498,Connaught Place,1352.7,33.9,0.89,False
2025-12-08 18:39:46.870498,Connaught Place,1520.6,31.8,1.0,False
2025-12-08 19:39:46.870498,Connaught Place,1693.2,23.8,1.0,False
2025-12-08 20:39:46.870498,Connaught Place,880.9,45.9,0.58,False
2025-12-08 21:39:46.870498,Connaught Place,1053.8,40.9,0.693,False
2025-12-08 22:39:46.870498,Connaught Place,848.9,48.4,0.558,False
2025-12-08 23:39:46.870498,Connaught Place,1016.2,39.1,0.669,False
2025-12-09 00:39:46.870498,Connaught Place,906.9,47.6,0.597,False
2025-12-09 01:39:46.870498,Connaught Place,1098.7,37.6,0.723,False
2025-12-09 02:39:46.870498,Connaught Place,969.9,47.3,0.638,False
2025-12-09 03:39:46.870498,Connaught Place,1001.7,36.4,0.659,False
2025-12-09 04:39:46.870498,Connaught Place,874.6,39.8,0.575,False
2025-12-09 05:39:46.870498,Connaught Place,943.2,44.2,0.62,False
2025-12-09 06:39:46.870498,Connaught Place,912.8,43.4,0.601,False
2025-12-09 07:39:46.870498,Connaught Place,1412.3,30.6,0.929,False
2025-12-09 08:39:46.870498,Connaught Place,1689.9,22.8,1.0,False
2025-12-09 09:39:46.870498,Connaught Place,1495.0,30.1,0.984,False
2025-12-09 10:39:46.870498,Connaught Place,1119.2,39.2,0.736,False
2025-12-09 11:39:46.870498,Connaught Place,926.1,42.8,0.609,False
2025-12-09 12:39:46.870498,Connaught Place,936.2,49.1,0.616,False
2025-12-09 13:39:46.870498,Connaught Place,926.8,42.8,0.61,False
2025-12-09 14:39:46.870498,Connaught Place,868.1,44.0,0.571,False
2025-12-09 15:39:46.870498,Connaught Place,984.7,44.1,0.648,False
2025-12-09 16:39:46.870498,Connaught Place,929.2,43.4,0.611,False
2025-12-09 17:39:46.870498,Connaught Place,1460.9,25.2,0.961,False
2025-12-09 18:39:46.870498,Connaught Place,1573.2,33.0,1.0,False
2025-12-09 19:39:46.870498,Connaught Place,1404.5,32.3,0.924,False
2025-12-09 20:39:46.870498,Connaught Place,997.1,41.5,0.656,False
2025-12-09 21:39:46.870498,Connaught Place,839.6,49.3,0.552,False
2025-12-09 22:39:46.870498,Connaught Place,1003.6,41.8,0.66,False
2025-12-09 23:39:46.870498,Connaught Place,966.9,41.4,0.636,False
2025-12-10 00:39:46.870498,Connaught Place,927.9,45.2,0.61,False
2025-12-10 01:39:46.870498,Connaught Place,997.2,38.1,0.656,False
2025-12-10 02:39:46.870498,Connaught Place,942.5,39.4,0.62,False
2025-12-10 03:39:46.870498,Connaught Place,977.3,41.8,0.643,False
2025-12-10 04:39:46.870498,Connaught Place,839.0,40.3,0.552,False
2025-12-10 05:39:46.870498,Connaught Place,969.0,43.0,0.638,False
2025-12-10 06:39:46.870498,Connaught Place,878.5,46.2,0.578,False
2025-12-10 07:39:46.870498,Connaught Place,1482.0,29.7,0.975,False
2025-12-10 08:39:46.870498,Connaught Place,1706.1,22.9,1.0,False
2025-12-10 09:39:46.870498,Connaught Place,1591.1,26.7,1.0,False
2025-12-10 10:39:46.870498,Connaught Place,962.4,43.8,0.633,False
2025-12-10 11:39:46.870498,Connaught Place,960.6,43.2,0.632,False
2025-12-10 12:39:46.870498,Connaught Place,1060.3,37.8,0.698,False
2025-12-10 13:39:46.870498,Connaught Place,904.3,42.2,0.595,False
2025-12-10 14:39:46.870498,Connaught Place,1138.0,38.6,0.749,False
2025-12-10 15:39:46.870498,Connaught Place,925.8,46.5,0.609,False
2025-12-10 16:39:46.870498,Connaught Place,883.5,43.7,0.581,False
2025-12-10 17:39:46.870498,Connaught Place,1477.3,31.3,0.972,False
2025-12-10 18:39:46.870498,Connaught Place,1365.1,33.5,0.898,False
2025-12-10 19:39:46.870498,Connaught Place,1508.5,36.3,0.992,False
2025-12-10 20:39:46.870498,Connaught Place,923.2,42.6,0.607,False
2025-12-10 21:39:46.870498,Connaught Place,864.2,44.0,0.569,False
2025-12-10 22:39:46.870498,Connaught Place,1013.3,41.7,0.667,False
2025-12-10 23:39:46.870498,Connaught Place,907.3,52.8,0.597,False
2025-12-11 00:39:46.870498,Connaught Place,976.6,40.4,0.642,False
2025-12-11 01:39:46.870498,Connaught Place,1022.5,37.3,0.673,False
2025-12-11 02:39:46.870498,Connaught Place,885.3,40.2,0.582,False
2025-12-11 03:39:46.870498,Connaught Place,1041.2,37.1,0.685,False
2025-12-11 04:39:46.870498,Connaught Place,953.7,35.5,0.627,False
2025-12-11 05:39:46.870498,Connaught Place,996.2,45.3,0.655,False
2025-12-11 06:39:46.870498,Connaught Place,997.0,44.7,0.656,False
2025-12-11 07:39:46.870498,Connaught Place,1595.1,30.9,1.0,False
2025-12-11 08:39:46.870498,Connaught Place,1641.5,28.5,1.0,False
2025-12-11 09:39:46.870498,Connaught Place,1788.7,22.9,1.0,False
2025-12-11 10:39:46.870498,Connaught Place,802.5,47.5,0.528,False
2025-12-11 11:39:46.870498,Connaught Place,863.3,48.8,0.568,False
2025-12-11 12:39:46.870498,Connaught Place,949.9,42.7,0.625,False
2025-12-11 13:39:46.870498,Connaught Place,1116.2,42.8,0.734,False
2025-12-11 14:39:46.870498,Connaught Place,982.5,40.2,0.646,False
2025-12-11 15:39:46.870498,Connaught Place,968.5,40.3,0.637,False
2025-12-11 16:39:46.870498,Connaught Place,954.5,42.6,0.628,False
2025-12-11 17:39:46.870498,Connaught Place,1561.0,33.7,1.0,False
2025-12-11 18:39:46.870498,Connaught Place,1419.5,30.9,0.934,False
2025-12-11 19:39:46.870498,Connaught Place,1476.2,30.6,0.971,False
2025-12-11 20:39:46.870498,Connaught Place,823.4,45.8,0.542,False
2025-12-11 21:39:46.870498,Connaught Place,918.7,39.9,0.604,False
2025-12-11 22:39:46.870498,Connaught Place,1047.6,43.0,0.689,False
2025-12-11 23:39:46.870498,Connaught Place,891.4,48.6,0.586,False
2025-12-12 00:39:46.870498,Connaught Place,955.2,37.1,0.628,False
2025-12-12 01:39:46.870498,Connaught Place,953.0,41.1,0.627,False
2025-12-12 02:39:46.870498,Connaught Place,924.4,46.1,0.608,False
2025-12-12 03:39:46.870498,Connaught Place,1006.3,35.9,0.662,False
