timestamp,zone,aqi,pm25,pm10,co2_ppm
2026-06-26 22:51:20.152326,Mansarovar,73.2,16.35,31.45,432.1
2026-06-26 23:51:20.152326,Mansarovar,66.1,16.63,26.75,426.2
2026-06-27 00:51:20.152326,Mansarovar,79.8,18.45,33.62,412.4
2026-06-27 01:51:20.152326,Mansarovar,74.1,17.02,28.45,439.9
2026-06-27 02:51:20.152326,Mansarovar,83.3,21.2,35.8,450.6
2026-06-27 03:51:20.152326,Mansarovar,71.7,17.99,34.33,423.4
2026-06-27 04:51:20.152326,Mansarovar,85.0,20.84,32.75,444.6
2026-06-27 05:51:20.152326,Mansarovar,61.7,16.29,27.79,412.9
2026-06-27 06:51:20.152326,Mansarovar,56.9,13.09,22.63,423.8
2026-06-27 07:51:20.152326,Mansarovar,101.4,27.86,53.4,471.4
2026-06-27 08:51:20.152326,Mansarovar,83.3,19.66,37.74,454.4
2026-06-27 09:51:20.152326,Mansarovar,92.6,22.69,42.77,421.0
2026-06-27 10:51:20.152326,Mansarovar,63.6,15.29,28.36,411.0
2026-06-27 11:51:20.152326,Mansarovar,77.1,18.74,34.4,424.2
2026-06-27 12:51:20.152326,Mansarovar,85.4,24.81,46.53,434.1
2026-06-27 13:51:20.152326,Mansarovar,76.7,18.88,35.82,438.1
2026-06-27 14:51:20.152326,Mansarovar,65.2,14.9,26.16,416.5
2026-06-27 15:51:20.152326,Mansarovar,74.6,21.25,43.8,426.5
2026-06-27 16:51:20.152326,Mansarovar,54.0,10.93,15.84,430.5
2026-06-27 17:51:20.152326,Mansarovar,89.3,16.25,32.6,457.3
2026-06-27 18:51:20.152326,Mansarovar,85.0,18.3,31.69,460.9
2026-06-27 19:51:20.152326,Mansarovar,76.5,15.35,31.08,472.1
2026-06-27 20:51:20.152326,Mansarovar,83.2,18.93,36.28,436.5
2026-06-27 21:51:20.152326,Mansarovar,70.6,19.24,35.44,451.6
2026-06-27 22:51:20.152326,Mansarovar,74.0,16.43,29.34,437.2
2026-06-27 23:51:20.152326,Mansarovar,69.7,21.1,38.25,431.3
2026-06-28 00:51:20.152326,Mansarovar,74.7,13.48,23.57,436.8
2026-06-28 01:51:20.152326,Mansarovar,76.8,16.59,34.39,462.1
2026-06-28 02:51:20.152326,Mansarovar,69.6,20.18,31.98,456.6
2026-06-28 03:51:20.152326,Mansarovar,78.6,20.4,37.84,445.2
2026-06-28 04:51:20.152326,Mansarovar,71.3,18.0,39.33,429.2
2026-06-28 05:51:20.152326,Mansarovar,74.2,17.51,27.79,440.6
2026-06-28 06:51:20.152326,Mansarovar,80.9,19.81,39.42,458.8
2026-06-28 07:51:20.152326,Mansarovar,92.4,23.87,45.0,448.8
2026-06-28 08:51:20.152326,Mansarovar,76.3,16.83,32.83,436.0
2026-06-28 09:51:20.152326,Mansarovar,103.7,24.22,45.64,465.2
2026-06-28 10:51:20.152326,Mansarovar,84.1,22.51,45.61,448.1
2026-06-28 11:51:20.152326,Mansarovar,71.6,15.07,31.76,427.8
2026-06-28 12:51:20.152326,Mansarovar,65.0,14.17,30.66,443.4
2026-06-28 13:51:20.152326,Mansarovar,83.1,21.93,33.94,432.7
2026-06-28 14:51:20.152326,Mansarovar,64.8,13.59,30.35,419.6
2026-06-28 15:51:20.152326,Mansarovar,75.5,15.5,28.74,459.3
2026-06-28 16:51:20.152326,Mansarovar,74.6,19.78,36.1,465.9
2026-06-28 17:51:20.152326,Mansarovar,84.4,17.21,27.84,458.0
2026-06-28 18:51:20.152326,Mansarovar,81.3,15.44,23.35,447.4
2026-06-28 19:51:20.152326,Mansarovar,94.0,22.52,45.21,454.1
2026-06-28 20:51:20.152326,Mansarovar,65.6,11.91,23.85,428.5
2026-06-28 21:51:20.152326,Mansarovar,83.3,21.33,37.41,430.8
2026-06-28 22:51:20.152326,Mansarovar,66.3,16.01,33.4,436.6
2026-06-28 23:51:20.152326,Mansarovar,85.3,16.37,28.14,442.4
2026-06-29 00:51:20.152326,Mansarovar,76.0,14.47,24.44,442.6
2026-06-29 01:51:20.152326,Mansarovar,84.7,22.04,45.23,424.5
2026-06-29 02:51:20.152326,Mansarovar,58.7,15.55,25.98,437.1
2026-06-29 03:51:20.152326,Mansarovar,72.4,19.79,33.54,430.2
2026-06-29 04:51:20.152326,Mansarovar,79.9,17.86,30.87,442.5
2026-06-29 05:51:20.152326,Mansarovar,70.7,15.99,26.43,454.4
2026-06-29 06:51:20.152326,Mansarovar,60.2,12.45,24.44,431.2
2026-06-29 07:51:20.152326,Mansarovar,95.0,22.01,40.33,485.5
2026-06-29 08:51:20.152326,Mansarovar,75.0,19.7,37.01,426.5
2026-06-29 09:51:20.152326,Mansarovar,83.6,18.93,37.65,449.5
2026-06-29 10:51:20.152326,Mansarovar,75.8,20.56,41.66,456.5
2026-06-29 11:51:20.152326,Mansarovar,71.7,17.23,28.92,437.5
2026-06-29 12:51:20.152326,Mansarovar,68.0,16.57,30.55,411.3
2026-06-29 13:51:20.152326,Mansarovar,81.7,20.3,36.12,455.1
2026-06-29 14:51:20.152326,Mansarovar,78.7,17.12,28.07,444.5
2026-06-29 15:51:20.152326,Mansarovar,77.7,19.68,32.05,462.8
2026-06-29 16:51:20.152326,Mansarovar,80.8,17.49,29.76,447.2
2026-06-29 17:51:20.152326,Mansarovar,93.9,21.49,40.0,471.5
2026-06-29 18:51:20.152326,Mansarovar,79.4,14.07,30.23,446.7
2026-06-29 19:51:20.152326,Mansarovar,80.5,19.66,34.29,437.4
2026-06-29 20:51:20.152326,Mansarovar,71.6,12.47,21.66,438.3
2026-06-29 21:51:20.152326,Mansarovar,79.2,19.55,37.17,456.3
2026-06-29 22:51:20.152326,Mansarovar,65.4,16.66,28.96,453.8
2026-06-29 23:51:20.152326,Mansarovar,81.3,17.76,29.36,443.9
2026-06-30 00:51:20.152326,Mansarovar,86.8,17.83,27.71,457.4
2026-06-30 01:51:20.152326,Mansarovar,85.2,17.22,35.84,461.7
2026-06-30 02:51:20.152326,Mansarovar,68.0,14.66,23.72,417.0
2026-06-30 03:51:20.152326,Mansarovar,64.3,16.74,27.56,438.4
2026-06-30 04:51:20.152326,Mansarovar,64.6,12.98,29.45,461.1
2026-06-30 05:51:20.152326,Mansarovar,69.2,15.9,31.05,404.9
2026-06-30 06:51:20.152326,Mansarovar,72.3,17.26,30.32,419.4
2026-06-30 07:51:20.152326,Mansarovar,79.7,22.86,39.89,429.6
2026-06-30 08:51:20.152326,Mansarovar,89.5,24.14,45.23,453.0
2026-06-30 09:51:20.152326,Mansarovar,83.1,16.0,28.51,420.3
2026-06-30 10:51:20.152326,Mansarovar,75.0,17.07,32.95,408.7
2026-06-30 11:51:20.152326,Mansarovar,85.6,21.02,38.65,432.4
2026-06-30 12:51:20.152326,Mansarovar,79.6,19.82,40.95,452.6
2026-06-30 13:51:20.152326,Mansarovar,67.8,16.57,28.08,435.5
2026-06-30 14:51:20.152326,Mansarovar,52.8,11.2,19.63,454.5
2026-06-30 15:51:20.152326,Mansarovar,82.0,22.84,46.88,422.1
2026-06-30 16:51:20.152326,Mansarovar,88.2,20.17,36.64,441.8
2026-06-30 17:51:20.152326,Mansarovar,83.3,19.34,37.04,467.0
2026-06-30 18:51:20.152326,Mansarovar,83.6,18.35,29.79,446.1
2026-06-30 19:51:20.152326,Mansarovar,89.3,21.02,40.09,469.2
2026-06-30 20:51:20.152326,Mansarovar,71.1,14.15,25.91,420.3
2026-06-30 21:51:20.152326,Mansarovar,84.4,19.76,39.4,450.6
2026-06-30 22:51:20.152326,Mansarovar,78.4,20.01,38.05,410.8
2026-06-30 23:51:20.152326,Mansarovar,76.4,17.35,25.88,423.0
2026-07-01 00:51:20.152326,Mansarovar,97.2,24.57,44.97,442.7
2026-07-01 01:51:20.152326,Mansarovar,72.3,16.5,29.23,443.9
2026-07-01 02:51:20.152326,Mansarovar,70.4,14.73,28.19,429.4
2026-07-01 03:51:20.152326,Mansarovar,75.2,19.07,32.0,444.8
2026-07-01 04:51:20.152326,Mansarovar,69.2,17.11,29.97,452.6
2026-07-01 05:51:20.152326,Mansarovar,70.0,17.28,29.96,393.6
2026-07-01 06:51:20.152326,Mansarovar,82.1,17.56,30.7,446.9
2026-07-01 07:51:20.152326,Mansarovar,88.2,21.71,38.87,431.1
2026-07-01 08:51:20.152326,Mansarovar,68.0,15.14,28.83,465.7
2026-07-01 09:51:20.152326,Mansarovar,92.4,22.53,42.26,431.6
2026-07-01 10:51:20.152326,Mansarovar,74.9,18.3,35.31,437.6
2026-07-01 11:51:20.152326,Mansarovar,66.0,16.1,30.82,453.6
2026-07-01 12:51:20.152326,Mansarovar,73.9,16.92,30.52,436.5
2026-07-01 13:51:20.152326,Mansarovar,90.7,23.7,43.79,462.4
2026-07-01 14:51:20.152326,Mansarovar,76.2,19.31,34.45,440.9
2026-07-01 15:51:20.152326,Mansarovar,75.3,18.9,32.22,450.5
2026-07-01 16:51:20.152326,Mansarovar,89.0,21.15,32.76,448.2
2026-07-01 17:51:20.152326,Mansarovar,83.9,18.49,26.89,468.4
2026-07-01 18:51:20.152326,Mansarovar,85.9,17.92,37.59,424.4
2026-07-01 19:51:20.152326,Mansarovar,97.6,23.17,40.42,460.9
2026-07-01 20:51:20.152326,Mansarovar,64.0,13.07,25.83,417.6
2026-07-01 21:51:20.152326,Mansarovar,78.3,17.35,32.41,451.4
2026-07-01 22:51:20.152326,Mansarovar,73.9,16.67,33.84,425.5
2026-07-01 23:51:20.152326,Mansarovar,69.8,18.23,33.16,455.5
2026-07-02 00:51:20.152326,Mansarovar,88.8,19.88,39.07,461.6
2026-07-02 01:51:20.152326,Mansarovar,70.8,13.19,25.73,433.8
2026-07-02 02:51:20.152326,Mansarovar,59.1,9.24,17.08,447.6
2026-07-02 03:51:20.152326,Mansarovar,72.0,18.24,37.06,445.4
2026-07-02 04:51:20.152326,Mansarovar,72.9,14.34,30.33,444.4
2026-07-02 05:51:20.152326,Mansarovar,75.5,15.94,30.65,442.3
2026-07-02 06:51:20.152326,Mansarovar,72.4,16.29,32.5,439.8
2026-07-02 07:51:20.152326,Mansarovar,97.7,19.25,37.15,457.5
2026-07-02 08:51:20.152326,Mansarovar,108.0,22.79,46.44,436.3
2026-07-02 09:51:20.152326,Mansarovar,83.9,21.59,45.96,440.4
2026-07-02 10:51:20.152326,Mansarovar,71.1,20.2,34.11,422.0
2026-07-02 11:51:20.152326,Mansarovar,71.2,20.67,34.82,419.2
2026-07-02 12:51:20.152326,Mansarovar,76.7,13.41,27.53,417.9
2026-07-02 13:51:20.152326,Mansarovar,59.3,12.58,25.2,423.7
2026-07-02 14:51:20.152326,Mansarovar,85.6,18.52,29.83,439.9
2026-07-02 15:51:20.152326,Mansarovar,66.8,16.36,30.17,413.8
2026-07-02 16:51:20.152326,Mansarovar,74.1,19.0,29.6,432.2
2026-07-02 17:51:20.152326,Mansarovar,73.1,19.21,36.84,423.5
2026-07-02 18:51:20.152326,Mansarovar,93.4,24.13,48.4,425.7
2026-07-02 19:51:20.152326,Mansarovar,92.4,21.45,45.54,448.6
2026-07-02 20:51:20.152326,Mansarovar,89.1,18.35,35.77,447.8
2026-07-02 21:51:20.152326,Mansarovar,72.8,19.96,35.6,425.9
2026-07-02 22:51:20.152326,Mansarovar,62.7,17.45,36.03,448.2
2026-07-02 23:51:20.152326,Mansarovar,86.2,21.14,45.3,431.0
2026-07-03 00:51:20.152326,Mansarovar,81.5,20.03,41.42,457.5
2026-07-03 01:51:20.152326,Mansarovar,82.8,18.15,32.52,464.0
2026-07-03 02:51:20.152326,Mansarovar,77.1,18.37,32.85,444.9
2026-07-03 03:51:20.152326,Mansarovar,71.0,16.09,25.71,426.2
2026-07-03 04:51:20.152326,Mansarovar,75.6,17.44,33.63,407.5
2026-07-03 05:51:20.152326,Mansarovar,72.8,16.48,31.59,411.9
2026-07-03 06:51:20.152326,Mansarovar,71.2,18.8,30.12,433.9
2026-07-03 07:51:20.152326,Mansarovar,90.7,20.79,38.14,434.5
2026-07-03 08:51:20.152326,Mansarovar,92.4,26.47,53.36,441.7
2026-07-03 09:51:20.152326,Mansarovar,96.2,23.44,50.17,457.1
2026-07-03 10:51:20.152326,Mansarovar,74.7,17.33,29.94,451.5
2026-07-03 11:51:20.152326,Mansarovar,90.0,18.78,33.49,443.3
2026-07-03 12:51:20.152326,Mansarovar,80.9,16.29,34.34,425.4
2026-07-03 13:51:20.152326,Mansarovar,72.1,20.99,34.74,429.0
2026-07-03 14:51:20.152326,Mansarovar,82.6,21.23,38.58,420.0
2026-07-03 15:51:20.152326,Mansarovar,90.9,18.39,37.57,433.8
2026-07-03 16:51:20.152326,Mansarovar,65.5,16.14,28.69,433.6
2026-07-03 17:51:20.152326,Mansarovar,79.8,18.2,29.91,432.3
2026-07-03 18:51:20.152326,Mansarovar,84.0,19.71,34.29,452.6
2026-07-03 19:51:20.152326,Mansarovar,80.2,18.8,35.36,434.8
2026-07-03 20:51:20.152326,Mansarovar,81.7,23.73,46.22,449.4
2026-07-03 21:51:20.152326,Mansarovar,63.3,17.9,32.1,449.3
2026-07-03 22:51:20.152326,Mansarovar,62.9,14.7,30.48,411.2
2026-07-03 23:51:20.152326,Mansarovar,78.3,22.71,42.63,430.8
2026-07-04 00:51:20.152326,Mansarovar,78.1,18.75,33.42,427.6
2026-07-04 01:51:20.152326,Mansarovar,82.3,20.75,40.03,425.2
2026-07-04 02:51:20.152326,Mansarovar,84.7,26.01,48.82,452.6
2026-07-04 03:51:20.152326,Mansarovar,65.3,15.35,26.91,418.9
2026-07-04 04:51:20.152326,Mansarovar,65.1,14.45,33.02,439.6
2026-07-04 05:51:20.152326,Mansarovar,62.5,13.51,21.09,437.7
