timestamp,zone,vehicle_count,avg_speed_kmh,congestion_index,is_anomaly
2025-12-06 21:01:26.363139,City of London,494.8,48.9,0.476,False
2025-12-06 22:01:26.363139,City of London,462.4,50.8,0.445,False
2025-12-06 23:01:26.363139,City of London,450.6,50.7,0.433,False
2025-12-07 00:01:26.363139,City of London,513.7,50.3,0.494,False
2025-12-07 01:01:26.363139,City of London,439.8,45.4,0.423,False
2025-12-07 02:01:26.363139,City of London,417.6,45.5,0.402,False
2025-12-07 03:01:26.363139,City of London,450.2,49.0,0.433,False
2025-12-07 04:01:26.363139,City of London,448.2,46.3,0.431,False
2025-12-07 05:01:26.363139,City of London,410.8,54.4,0.395,False
2025-12-07 06:01:26.363139,City of London,478.1,50.6,0.46,False
2025-12-07 07:01:26.363139,City of London,773.3,39.5,0.744,False
2025-12-07 08:01:26.363139,City of London,787.6,37.1,0.757,False
2025-12-07 09:01:26.363139,City of London,761.1,38.6,0.732,False
2025-12-07 10:01:26.363139,City of London,466.4,49.1,0.448,False
2025-12-07 11:01:26.363139,City of London,457.2,45.6,0.44,False
2025-12-07 12:01:26.363139,City of London,390.8,50.6,0.376,False
2025-12-07 13:01:26.363139,City of London,454.0,43.7,0.436,False
2025-12-07 14:01:26.363139,City of London,446.3,50.6,0.429,False
2025-12-07 15:01:26.363139,City of London,463.8,55.1,0.446,True
2025-12-07 16:01:26.363139,City of London,390.3,55.6,0.375,False
2025-12-07 17:01:26.363139,City of London,668.8,42.1,0.643,False
2025-12-07 18:01:26.363139,City of London,679.2,41.8,0.653,False
2025-12-07 19:01:26.363139,City of London,706.1,45.8,0.679,False
2025-12-07 20:01:26.363139,City of London,387.8,46.9,0.373,False
2025-12-07 21:01:26.363139,City of London,479.2,50.6,0.461,False
2025-12-07 22:01:26.363139,City of London,515.5,45.6,0.496,False
2025-12-07 23:01:26.363139,City of London,429.6,50.9,0.413,False
2025-12-08 00:01:26.363139,City of London,607.8,44.9,0.584,False
2025-12-08 01:01:26.363139,City of London,655.7,40.2,0.63,False
2025-12-08 02:01:26.363139,City of London,655.5,44.7,0.63,False
2025-12-08 03:01:26.363139,City of London,692.7,44.5,0.666,False
2025-12-08 04:01:26.363139,City of London,628.1,41.0,0.604,False
2025-12-08 05:01:26.363139,City of London,631.8,46.2,0.608,False
2025-12-08 06:01:26.363139,City of London,633.3,46.1,0.609,False
2025-12-08 07:01:26.363139,City of London,1068.6,27.9,1.0,False
2025-12-08 08:01:26.363139,City of London,1040.3,28.5,1.0,False
2025-12-08 09:01:26.363139,City of London,1036.6,28.9,0.997,False
2025-12-08 10:01:26.363139,City of London,708.5,41.6,0.681,False
2025-12-08 11:01:26.363139,City of London,719.0,39.9,0.691,False
2025-12-08 12:01:26.363139,City of London,714.8,43.7,0.687,False
2025-12-08 13:01:26.363139,City of London,692.1,40.4,0.665,False
2025-12-08 14:01:26.363139,City of London,596.3,49.0,0.573,False
2025-12-08 15:01:26.363139,City of London,645.2,50.8,0.62,False
2025-12-08 16:01:26.363139,City of London,698.6,42.6,0.672,False
2025-12-08 17:01:26.363139,City of London,907.7,34.5,0.873,False
2025-12-08 18:01:26.363139,City of London,1032.8,31.7,0.993,False
2025-12-08 19:01:26.363139,City of London,879.1,35.3,0.845,False
2025-12-08 20:01:26.363139,City of London,602.6,45.5,0.579,False
2025-12-08 21:01:26.363139,City of London,655.6,41.8,0.63,False
2025-12-08 22:01:26.363139,City of London,696.0,43.6,0.669,False
2025-12-08 23:01:26.363139,City of London,616.4,43.2,0.593,False
2025-12-09 00:01:26.363139,City of London,680.3,40.4,0.654,False
2025-12-09 01:01:26.363139,City of London,557.0,43.0,0.536,False
2025-12-09 02:01:26.363139,City of London,593.9,41.2,0.571,False
2025-12-09 03:01:26.363139,City of London,698.4,47.0,0.672,False
2025-12-09 04:01:26.363139,City of London,658.6,42.4,0.633,False
2025-12-09 05:01:26.363139,City of London,627.0,39.7,0.603,True
2025-12-09 06:01:26.363139,City of London,703.4,39.5,0.676,False
2025-12-09 07:01:26.363139,City of London,1120.8,24.1,1.0,False
2025-12-09 08:01:26.363139,City of London,1081.2,28.1,1.0,False
2025-12-09 09:01:26.363139,City of London,915.2,32.6,0.88,False
2025-12-09 10:01:26.363139,City of London,651.6,38.7,0.626,False
2025-12-09 11:01:26.363139,City of London,642.2,38.2,0.617,False
2025-12-09 12:01:26.363139,City of London,672.6,40.2,0.647,False
2025-12-09 13:01:26.363139,City of London,732.4,38.9,0.704,False
2025-12-09 14:01:26.363139,City of London,745.8,33.7,0.717,False
2025-12-09 15:01:26.363139,City of London,624.3,43.0,0.6,False
2025-12-09 16:01:26.363139,City of London,656.9,43.9,0.632,False
2025-12-09 17:01:26.363139,City of London,1068.9,29.6,1.0,False
2025-12-09 18:01:26.363139,City of London,1076.3,27.0,1.0,False
2025-12-09 19:01:26.363139,City of London,1092.2,29.6,1.0,True
2025-12-09 20:01:26.363139,City of London,640.2,40.1,0.616,False
2025-12-09 21:01:26.363139,City of London,737.7,38.7,0.709,False
2025-12-09 22:01:26.363139,City of London,699.6,44.9,0.673,False
2025-12-09 23:01:26.363139,City of London,579.9,43.7,0.558,False
2025-12-10 00:01:26.363139,City of London,647.3,43.0,0.622,False
2025-12-10 01:01:26.363139,City of London,709.7,43.9,0.682,False
2025-12-10 02:01:26.363139,City of London,676.6,41.5,0.651,True
2025-12-10 03:01:26.363139,City of London,705.6,41.7,0.678,False
2025-12-10 04:01:26.363139,City of London,633.4,40.1,0.609,False
2025-12-10 05:01:26.363139,City of London,658.7,45.8,0.633,False
2025-12-10 06:01:26.363139,City of London,671.9,37.7,0.646,False
2025-12-10 07:01:26.363139,City of London,1328.6,22.5,1.0,False
2025-12-10 08:01:26.363139,City of London,1084.1,29.4,1.0,False
2025-12-10 09:01:26.363139,City of London,998.9,31.5,0.96,False
2025-12-10 10:01:26.363139,City of London,630.2,40.4,0.606,False
2025-12-10 11:01:26.363139,City of London,618.6,46.5,0.595,False
2025-12-10 12:01:26.363139,City of London,622.4,44.8,0.598,False
2025-12-10 13:01:26.363139,City of London,734.6,41.1,0.706,False
2025-12-10 14:01:26.363139,City of London,677.8,44.4,0.652,False
2025-12-10 15:01:26.363139,City of London,654.6,46.4,0.629,False
